0.0035854778	0.99511933	0.0012951865
0.8363675	0.13326937	0.030363126
0.0027111059	0.9962219	0.0010669675
0.24601491	0.7413346	0.01265048
0.0015421095	0.99733007	0.001127842
0.0015550891	0.99732506	0.0011198847
0.0015435162	0.9968438	0.0016126352
0.0023090455	0.9964547	0.0012361893
0.0022501824	0.99539536	0.002354425
0.035607934	0.002872806	0.9615192
0.8481372	0.0025592295	0.14930359
0.0030695947	0.004538484	0.992392
0.004590976	0.005804891	0.9896041
0.8526717	0.09612007	0.051208235
0.12791209	0.6484829	0.22360495
0.0015881695	0.99727964	0.0011320888
0.029480385	0.0025408682	0.9679787
0.0019519989	0.9967901	0.0012579085
0.036949888	0.0035837882	0.9594663
0.010297793	0.0031868538	0.9865153
0.003013506	0.0040745023	0.992912
0.19744155	0.5615729	0.24098556
0.0017798548	0.9971668	0.0010533547
0.0030175888	0.9953501	0.0016322151
0.03969519	0.2585108	0.70179397
0.006525068	0.9833907	0.010084204
0.21138547	0.632448	0.15616651
0.0016253095	0.99725455	0.0011201004
0.0016243885	0.9973878	0.000987832
0.0075469543	0.0049820924	0.9874709
0.0020702023	0.9966943	0.0012354952
0.9858576	0.0011347978	0.01300766
0.008171938	0.0044012144	0.9874269
0.6426565	0.008881819	0.34846163
0.19201288	0.010191252	0.79779583
0.001982916	0.996867	0.0011501206
0.0020642856	0.99690527	0.0010304576
0.50082135	0.0054200827	0.49375856
0.98577034	0.0015070501	0.012722542
0.98577034	0.0015070501	0.012722542
0.0053016054	0.99147594	0.003222555
0.9938451	0.0018953515	0.0042596087
0.006259114	0.0034485806	0.9902924
0.98636776	0.0020916662	0.011540492
0.001824567	0.99680847	0.0013668621
0.0025432033	0.0068154507	0.9906413
0.8895955	0.0020450258	0.108359456
0.9944022	0.0018410507	0.0037566908
0.61570406	0.24539004	0.13890582
0.99239033	0.0013823848	0.006227321
0.0016620903	0.9972914	0.0010465138
0.009624672	0.22497867	0.76539665
0.0021113427	0.9958484	0.0020402044
0.0015955064	0.9973476	0.0010568791
0.0017147624	0.9972796	0.0010056722
0.0016903268	0.99733293	0.0009767903
0.010169194	0.98764765	0.0021832269
0.11218654	0.07264613	0.8151673
0.0017017841	0.9971944	0.0011037666
0.012296188	0.0034973582	0.98420644
0.9933255	0.0016781721	0.004996402
0.21571614	0.004657767	0.7796261
0.9945082	0.002143574	0.0033482548
0.99268335	0.0028585226	0.004458127
0.003147743	0.004963317	0.99188894
0.9927664	0.0017482212	0.0054854318
0.0028793602	0.007808509	0.9893121
0.47591025	0.012194271	0.5118955
0.0034728453	0.01796925	0.9785579
0.0016999763	0.9972658	0.0010341267
0.0088165635	0.9607968	0.030386668
0.0014272532	0.9973132	0.0012595333
0.001885791	0.9969614	0.0011528466
0.002096184	0.9956571	0.0022466863
0.02590183	0.0028409935	0.97125715
0.01956221	0.007120051	0.97331774
0.98971164	0.002542153	0.007746186
0.0016360765	0.99729437	0.0010694462
0.0015291822	0.9973201	0.0011506807
0.0025932346	0.004862274	0.99254453
0.0019389611	0.007977829	0.9900832
0.0017210222	0.99722654	0.0010524282
0.001834439	0.9971257	0.0010398966
0.008970269	0.98952895	0.0015008354
0.003560546	0.99518025	0.00125923
0.0158971	0.024319688	0.9597832
0.0015275299	0.9970783	0.0013942872
0.0031262934	0.008779503	0.9880943
0.0030972904	0.009757147	0.98714554
0.0028181914	0.010115684	0.9870661
0.0020942623	0.9962747	0.0016310482
0.01095081	0.7148593	0.27418983
0.0017960423	0.9971788	0.001025106
0.0017112144	0.9971194	0.0011694402
0.001749524	0.99705374	0.0011967662
0.98458326	0.0017873107	0.013629465
0.0032733688	0.004714292	0.9920123
0.0015017048	0.9974371	0.0010610719
0.008279111	0.9895074	0.0022135458
0.5798446	0.04715844	0.37299693
0.0016847607	0.9965836	0.0017316093
0.9873074	0.0026564603	0.010036197
0.9939567	0.0017836642	0.0042597256
0.8541839	0.0022546002	0.14356147
0.98438764	0.0037541904	0.011858149
0.98948133	0.0032300886	0.007288536
0.9892085	0.0042801304	0.006511325
0.9895487	0.0042446563	0.0062066386
0.988236	0.004243732	0.007520175
0.96733207	0.021235112	0.011432749
0.26575446	0.004968972	0.72927654
0.0016834555	0.99723524	0.0010813489
0.0034629416	0.0068149418	0.9897222
0.00460633	0.0042136637	0.99118
0.009431758	0.015059155	0.97550905
0.02163988	0.9270321	0.051327974
0.06710135	0.23891744	0.69398123
0.00854681	0.017377954	0.9740752
0.008681077	0.36747172	0.6238471
0.1645117	0.36304322	0.47244507
0.053810626	0.9402045	0.0059849205
0.008162271	0.010985375	0.9808523
0.0022063407	0.9967404	0.0010532622
0.0017896253	0.9971002	0.0011102074
0.0028813605	0.00705162	0.990067
0.83155173	0.0020600746	0.16638821
0.01532679	0.0050683473	0.97960484
0.0013668156	0.9951096	0.003523615
0.0016474637	0.99720436	0.0011480472
0.93811107	0.055282284	0.0066066952
0.002959457	0.0055980827	0.9914425
0.92421484	0.002663992	0.073121116
0.0034817476	0.004309162	0.9922091
0.0014237581	0.99646384	0.002112432
0.0018500465	0.9924899	0.005660071
0.0014836786	0.9972773	0.0012390683
0.9453732	0.0016989352	0.052927922
0.0048540947	0.0049870284	0.99015886
0.019316727	0.6388017	0.34188157
0.0048224255	0.004388248	0.99078935
0.002763277	0.007056948	0.9901798
0.0017125834	0.99683565	0.0014517274
0.41305906	0.005038508	0.58190244
0.0017677404	0.99666435	0.0015678137
0.0038578983	0.008848795	0.98729336
0.0015883798	0.993816	0.004595597
0.0021651573	0.9838734	0.0139614735
0.005184321	0.0054447767	0.98937094
0.005572203	0.0051850975	0.98924273
0.008878538	0.0070616906	0.9840598
0.11780203	0.00684688	0.87535113
0.054153048	0.0037855166	0.9420615
0.0020301251	0.9952673	0.0027026571
0.0016972539	0.99727565	0.0010272035
0.0016930572	0.9973176	0.0009892907
0.9920328	0.0012344357	0.006732791
0.039159395	0.01663679	0.94420385
0.99241865	0.0029097397	0.0046716263
0.975502	0.0022798085	0.022218147
0.0043625855	0.008205207	0.98743224
0.2042522	0.005326114	0.7904217
0.010448511	0.96260655	0.026944902
0.0028230941	0.0060560806	0.9911209
0.0023012173	0.99607384	0.0016249421
0.0027620792	0.0054283943	0.99180955
0.0027820799	0.0046590045	0.99255896
0.025581485	0.038832083	0.9355864
0.008424283	0.013183081	0.9783926
0.0017172544	0.9971523	0.0011303015
0.10967799	0.0028759884	0.887446
0.9726069	0.0033648843	0.02402814
0.0017134747	0.9971143	0.0011722441
0.009162782	0.3849436	0.6058936
0.0032492853	0.0062460364	0.9905047
0.5287834	0.3990734	0.072143175
0.0016590824	0.9971674	0.0011734748
0.0016113744	0.9973225	0.0010661759
0.013580998	0.0035009573	0.9829181
0.038720995	0.0043137833	0.95696527
0.06710739	0.912014	0.020878606
0.035885055	0.0024886408	0.96162635
0.89564717	0.0025748124	0.10177803
0.0017808507	0.99714595	0.0010731108
0.9941758	0.0020306178	0.003793578
0.0025180362	0.006777927	0.990704
0.0022905555	0.008713899	0.98899555
0.002673163	0.0056244954	0.9917024
0.0035428093	0.007151909	0.98930526
0.008568319	0.0047146482	0.986717
0.99270505	0.0038371703	0.0034577162
0.04459347	0.0106211705	0.9447854
0.0015189461	0.9971011	0.0013799107
0.001573232	0.9970632	0.0013635432
0.048353415	0.4255741	0.52607244
0.9008621	0.0032300253	0.095907904
0.9551363	0.0021171726	0.042746533
0.88939697	0.0021817964	0.10842132
0.0033075623	0.004863506	0.99182886
0.9928907	0.002594565	0.004514661
0.004627178	0.99373275	0.0016400601
0.0038652627	0.0056621204	0.9904727
0.012048657	0.0050964216	0.98285496
0.007918459	0.0065227025	0.98555887
0.0038968811	0.004517477	0.9915856
0.10643195	0.012167549	0.8814005
0.5056163	0.015410333	0.47897336
0.9920264	0.0030584766	0.004915127
0.0024311873	0.99593544	0.0016333244
0.041815285	0.29063377	0.6675509
